scenario_id,detector_id,time_s,background_counts,threshold_3sigma_counts,threshold_5sigma_counts,threshold_crossing_3sigma,threshold_crossing_5sigma
S1,D012,1166.666667,7171.201950650727,7454.55,7624.25,False,False
S1,D012,1200.0,7168.624505015037,7454.55,7624.25,False,False
S1,D013,0.0,7258.74600364065,7454.55,7624.25,False,False
S1,D013,60.0,7115.863007582714,7454.55,7624.25,False,False
S1,D013,120.0,7158.370351025053,7454.55,7624.25,False,False
S1,D013,166.666667,7342.562964178126,7454.55,7624.25,False,False
S1,D013,180.0,7243.603652181843,7454.55,7624.25,False,False
S1,D013,240.0,7306.316296881282,7454.55,7624.25,False,False
S1,D013,250.0,7227.190015120418,7454.55,7624.25,False,False
S1,D013,300.0,7313.603115053231,7454.55,7624.25,False,False
S1,D013,333.333333,7220.611026092837,7454.55,7624.25,False,False
S1,D013,360.0,7125.161746713227,7454.55,7624.25,False,False
S1,D013,420.0,7054.747580203407,7454.55,7624.25,False,False
S1,D013,480.0,7107.290996155481,7454.55,7624.25,False,False
S1,D013,500.0,7086.373915477579,7454.55,7624.25,False,False
S1,D013,540.0,7082.792320302961,7454.55,7624.25,False,False
S1,D013,600.0,7118.604693138986,7454.55,7624.25,False,False
S1,D013,660.0,7121.569135613376,7454.55,7624.25,False,False
S1,D013,666.666667,7090.977748534506,7454.55,7624.25,False,False
S1,D013,720.0,7086.023424321045,7454.55,7624.25,False,False
S1,D013,780.0,7313.0777054781265,7454.55,7624.25,False,False
S1,D013,833.333333,7291.761639691789,7454.55,7624.25,False,False
S1,D013,840.0,7183.4947706758185,7454.55,7624.25,False,False
S1,D013,900.0,7293.679380040357,7454.55,7624.25,False,False
S1,D013,960.0,7153.177365479688,7454.55,7624.25,False,False
S1,D013,1000.0,7143.13926791633,7454.55,7624.25,False,False
S1,D013,1020.0,7109.338547153429,7454.55,7624.25,False,False
S1,D013,1080.0,7364.351773963921,7454.55,7624.25,False,False
S1,D013,1140.0,7200.640664698455,7454.55,7624.25,False,False
S1,D013,1166.666667,7227.1807849622965,7454.55,7624.25,False,False
S1,D013,1200.0,7199.116845807054,7454.55,7624.25,False,False
S1,D014,0.0,7149.669819072206,7454.55,7624.25,False,False
S1,D014,60.0,7136.669168398781,7454.55,7624.25,False,False
S1,D014,120.0,7225.5434306927,7454.55,7624.25,False,False
S1,D014,166.666667,7161.095274648268,7454.55,7624.25,False,False
S1,D014,180.0,7218.190255383988,7454.55,7624.25,False,False
S1,D014,240.0,7102.229867663973,7454.55,7624.25,False,False
S1,D014,250.0,7328.330359180521,7454.55,7624.25,False,False
S1,D014,300.0,7218.798056139337,7454.55,7624.25,False,False
S1,D014,333.333333,7283.334633378795,7454.55,7624.25,False,False
S1,D014,360.0,7109.347368280198,7454.55,7624.25,False,False
S1,D014,420.0,7207.300589712728,7454.55,7624.25,False,False
S1,D014,480.0,7286.873546963068,7454.55,7624.25,False,False
S1,D014,500.0,7300.20348122645,7454.55,7624.25,False,False
S1,D014,540.0,7180.083160032903,7454.55,7624.25,False,False
S1,D014,600.0,7239.254175447194,7454.55,7624.25,False,False
S1,D014,660.0,7155.320709744362,7454.55,7624.25,False,False
S1,D014,666.666667,7162.779058441028,7454.55,7624.25,False,False
S1,D014,720.0,7102.244474240067,7454.55,7624.25,False,False
S1,D014,780.0,7223.163478026661,7454.55,7624.25,False,False
S1,D014,833.333333,7135.083503184849,7454.55,7624.25,False,False
S1,D014,840.0,7138.853365290561,7454.55,7624.25,False,False
S1,D014,900.0,7252.318999970135,7454.55,7624.25,False,False
S1,D014,960.0,7157.853716419021,7454.55,7624.25,False,False
S1,D014,1000.0,7240.981046366492,7454.55,7624.25,False,False
S1,D014,1020.0,7065.384494631948,7454.55,7624.25,False,False
S1,D014,1080.0,7230.78901493994,7454.55,7624.25,False,False
S1,D014,1140.0,7297.425802082144,7454.55,7624.25,False,False
S1,D014,1166.666667,7256.220777285724,7454.55,7624.25,False,False
S1,D014,1200.0,7215.443748528512,7454.55,7624.25,False,False
S1,D015,0.0,7084.953982120734,7454.55,7624.25,False,False
S1,D015,60.0,7127.6743357883315,7454.55,7624.25,False,False
S1,D015,120.0,7225.576715500082,7454.55,7624.25,False,False
S1,D015,166.666667,7295.150428943879,7454.55,7624.25,False,False
S1,D015,180.0,7179.743426477934,7454.55,7624.25,False,False
S1,D015,240.0,7211.7915877730775,7454.55,7624.25,False,False
S1,D015,250.0,7249.105173661264,7454.55,7624.25,False,False
S1,D015,300.0,7017.186634882123,7454.55,7624.25,False,False
S1,D015,333.333333,7089.205782717334,7454.55,7624.25,False,False
S1,D015,360.0,7144.962818694558,7454.55,7624.25,False,False
S1,D015,420.0,7189.9475106349455,7454.55,7624.25,False,False
S1,D015,480.0,7203.864796017682,7454.55,7624.25,False,False
S1,D015,500.0,7146.433116352379,7454.55,7624.25,False,False
S1,D015,540.0,7146.653995143833,7454.55,7624.25,False,False
S1,D015,600.0,7344.392871674432,7454.55,7624.25,False,False
S1,D015,660.0,7136.472045888293,7454.55,7624.25,False,False
S1,D015,666.666667,7288.735027910673,7454.55,7624.25,False,False
S1,D015,720.0,7185.605120140858,7454.55,7624.25,False,False
S1,D015,780.0,7257.856599946352,7454.55,7624.25,False,False
S1,D015,833.333333,7151.083745761248,7454.55,7624.25,False,False
S1,D015,840.0,7380.922130599792,7454.55,7624.25,False,False
S1,D015,900.0,7064.645165096811,7454.55,7624.25,False,False
S1,D015,960.0,7228.99978935901,7454.55,7624.25,False,False
S1,D015,1000.0,7227.153089797362,7454.55,7624.25,False,False
S1,D015,1020.0,7170.344902150883,7454.55,7624.25,False,False
S1,D015,1080.0,7217.379484726423,7454.55,7624.25,False,False
S1,D015,1140.0,7229.43183374187,7454.55,7624.25,False,False
S1,D015,1166.666667,7213.638244043221,7454.55,7624.25,False,False
S1,D015,1200.0,7136.399032095764,7454.55,7624.25,False,False
S1,D016,0.0,7109.564454100837,7454.55,7624.25,False,False
S1,D016,60.0,7279.240180685725,7454.55,7624.25,False,False
S1,D016,120.0,7289.075565796871,7454.55,7624.25,False,False
S1,D016,166.666667,7289.037716721063,7454.55,7624.25,False,False
S1,D016,180.0,7232.473832786793,7454.55,7624.25,False,False
S1,D016,240.0,7126.941297904456,7454.55,7624.25,False,False
S1,D016,250.0,7138.715054423486,7454.55,7624.25,False,False
S1,D016,300.0,7349.168919537757,7454.55,7624.25,False,False
S1,D016,333.333333,7247.766323501973,7454.55,7624.25,False,False
S1,D016,360.0,7132.4284036906,7454.55,7624.25,False,False
S1,D016,420.0,7074.9149985307895,7454.55,7624.25,False,False
S1,D016,480.0,7186.323401896641,7454.55,7624.25,False,False
S1,D016,500.0,7275.761010740617,7454.55,7624.25,False,False
S1,D016,540.0,7251.547412328675,7454.55,7624.25,False,False
S1,D016,600.0,7207.590592320401,7454.55,7624.25,False,False
S1,D016,660.0,7214.541874244604,7454.55,7624.25,False,False
S1,D016,666.666667,7247.6523345908545,7454.55,7624.25,False,False
S1,D016,720.0,7328.078458095194,7454.55,7624.25,False,False
S1,D016,780.0,7154.098303547304,7454.55,7624.25,False,False
S1,D016,833.333333,7292.322642052391,7454.55,7624.25,False,False
S1,D016,840.0,7214.9630940507295,7454.55,7624.25,False,False
S1,D016,900.0,7259.976880163409,7454.55,7624.25,False,False
S1,D016,960.0,7376.336062598172,7454.55,7624.25,False,False
S1,D016,1000.0,7136.249044989058,7454.55,7624.25,False,False
S1,D016,1020.0,7258.596072827967,7454.55,7624.25,False,False
S1,D016,1080.0,6998.433195126717,7454.55,7624.25,False,False
S1,D016,1140.0,7164.677634941736,7454.55,7624.25,False,False
S1,D016,1166.666667,7159.049549979823,7454.55,7624.25,False,False
S1,D016,1200.0,7172.453547832573,7454.55,7624.25,False,False
S1,D017,0.0,7292.633475863401,7454.55,7624.25,False,False
S1,D017,60.0,7010.640803075837,7454.55,7624.25,False,False
S1,D017,120.0,7108.967747943704,7454.55,7624.25,False,False
S1,D017,166.666667,7287.017484861536,7454.55,7624.25,False,False
S1,D017,180.0,7258.024573994026,7454.55,7624.25,False,False
S1,D017,240.0,7269.656494895054,7454.55,7624.25,False,False
S1,D017,250.0,7107.644611715935,7454.55,7624.25,False,False
S1,D017,300.0,7292.115924064007,7454.55,7624.25,False,False
S1,D017,333.333333,7113.338302208731,7454.55,7624.25,False,False
S1,D017,360.0,7188.2599170821095,7454.55,7624.25,False,False
S1,D017,420.0,7157.263601306158,7454.55,7624.25,False,False
S1,D017,480.0,7163.470712233099,7454.55,7624.25,False,False
S1,D017,500.0,7103.713061652265,7454.55,7624.25,False,False
S1,D017,540.0,7265.0435457729045,7454.55,7624.25,False,False
S1,D017,600.0,7138.957342358619,7454.55,7624.25,False,False
S1,D017,660.0,7244.056092715898,7454.55,7624.25,False,False
S1,D017,666.666667,7282.4036870564805,7454.55,7624.25,False,False
S1,D017,720.0,7075.53073972751,7454.55,7624.25,False,False
S1,D017,780.0,7152.412310070116,7454.55,7624.25,False,False
S1,D017,833.333333,7032.889378005739,7454.55,7624.25,False,False
S1,D017,840.0,7218.775806222688,7454.55,7624.25,False,False
S1,D017,900.0,7242.219239940213,7454.55,7624.25,False,False
S1,D017,960.0,7168.747027105516,7454.55,7624.25,False,False
S1,D017,1000.0,7287.6794988700085,7454.55,7624.25,False,False
S1,D017,1020.0,7247.0398499618905,7454.55,7624.25,False,False
S1,D017,1080.0,7153.966544850391,7454.55,7624.25,False,False
S1,D017,1140.0,7243.499624306035,7454.55,7624.25,False,False
S1,D017,1166.666667,7308.551119329393,7454.55,7624.25,False,False
S1,D017,1200.0,7108.595921059838,7454.55,7624.25,False,False
S1,D018,0.0,7271.803931198191,7454.55,7624.25,False,False
S1,D018,60.0,7303.278540681513,7454.55,7624.25,False,False
S1,D018,120.0,7292.845258109106,7454.55,7624.25,False,False
S1,D018,166.666667,7252.016622469302,7454.55,7624.25,False,False
S1,D018,180.0,7154.072243815792,7454.55,7624.25,False,False
S1,D018,240.0,7110.905517531958,7454.55,7624.25,False,False
S1,D018,250.0,7147.888098431687,7454.55,7624.25,False,False
S1,D018,300.0,7105.6115236321975,7454.55,7624.25,False,False
S1,D018,333.333333,7368.290406301456,7454.55,7624.25,False,False
S1,D018,360.0,7226.066614417194,7454.55,7624.25,False,False
S1,D018,420.0,7213.777407393474,7454.55,7624.25,False,False
S1,D018,480.0,7256.3237257601495,7454.55,7624.25,False,False
S1,D018,500.0,7131.692330419208,7454.55,7624.25,False,False
S1,D018,540.0,7231.294157643035,7454.55,7624.25,False,False
S1,D018,600.0,7081.430474154935,7454.55,7624.25,False,False
S1,D018,660.0,7121.804782420704,7454.55,7624.25,False,False
S1,D018,666.666667,7225.10158350219,7454.55,7624.25,False,False
S1,D018,720.0,6988.480428467801,7454.55,7624.25,False,False
S1,D018,780.0,7174.732909740375,7454.55,7624.25,False,False
S1,D018,833.333333,7257.4850691363845,7454.55,7624.25,False,False
S1,D018,840.0,7251.715290372567,7454.55,7624.25,False,False
S1,D018,900.0,7231.128214663885,7454.55,7624.25,False,False
S1,D018,960.0,7077.1547713665295,7454.55,7624.25,False,False
S1,D018,1000.0,7195.248119577509,7454.55,7624.25,False,False
S1,D018,1020.0,7215.2599277883455,7454.55,7624.25,False,False
S1,D018,1080.0,7088.858511240536,7454.55,7624.25,False,False
S1,D018,1140.0,7147.55847133641,7454.55,7624.25,False,False
S1,D018,1166.666667,7177.819185027696,7454.55,7624.25,False,False
S1,D018,1200.0,7216.597022245434,7454.55,7624.25,False,False
S1,D019,0.0,7130.6775196735425,7454.55,7624.25,False,False
S1,D019,60.0,7229.69144263131,7454.55,7624.25,False,False
S1,D019,120.0,7101.688462065702,7454.55,7624.25,False,False
S1,D019,166.666667,7273.825753746623,7454.55,7624.25,False,False
S1,D019,180.0,7137.767456215033,7454.55,7624.25,False,False
S1,D019,240.0,7243.582963149233,7454.55,7624.25,False,False
S1,D019,250.0,7221.2266405071,7454.55,7624.25,False,False
S1,D019,300.0,7233.258624542983,7454.55,7624.25,False,False
S1,D019,333.333333,7196.356660121046,7454.55,7624.25,False,False
S1,D019,360.0,7191.843145186244,7454.55,7624.25,False,False
S1,D019,420.0,7150.809899612481,7454.55,7624.25,False,False
S1,D019,480.0,7276.12779947383,7454.55,7624.25,False,False
S1,D019,500.0,7136.5093553478655,7454.55,7624.25,False,False
S1,D019,540.0,7317.233061658145,7454.55,7624.25,False,False
S1,D019,600.0,7249.912027067938,7454.55,7624.25,False,False
S1,D019,660.0,7256.930811356526,7454.55,7624.25,False,False
S1,D019,666.666667,7235.921569688219,7454.55,7624.25,False,False
S1,D019,720.0,7153.252629295811,7454.55,7624.25,False,False
S1,D019,780.0,7231.824056282183,7454.55,7624.25,False,False
S1,D019,833.333333,7212.277889771978,7454.55,7624.25,False,False
S1,D019,840.0,7352.445379963773,7454.55,7624.25,False,False
S1,D019,900.0,7313.586016125917,7454.55,7624.25,False,False
S1,D019,960.0,7253.174822597814,7454.55,7624.25,False,False
S1,D019,1000.0,7219.625389178729,7454.55,7624.25,False,False
S1,D019,1020.0,7244.38925899552,7454.55,7624.25,False,False
S1,D019,1080.0,7304.553915699678,7454.55,7624.25,False,False
S1,D019,1140.0,7238.800827380808,7454.55,7624.25,False,False
S1,D019,1166.666667,7060.758332526911,7454.55,7624.25,False,False
S1,D019,1200.0,7122.34813995437,7454.55,7624.25,False,False
S1,D020,0.0,7316.3376372577295,7454.55,7624.25,False,False
S1,D020,60.0,7171.365714397418,7454.55,7624.25,False,False
S1,D020,120.0,7096.395114634736,7454.55,7624.25,False,False
S1,D020,166.666667,7147.417672934585,7454.55,7624.25,False,False
S1,D020,180.0,7106.255890083772,7454.55,7624.25,False,False
S1,D020,240.0,7268.0366176729785,7454.55,7624.25,False,False
S1,D020,250.0,7353.861585367895,7454.55,7624.25,False,False
S1,D020,300.0,7260.6715712534,7454.55,7624.25,False,False
S1,D020,333.333333,7047.2096570190015,7454.55,7624.25,False,False
S1,D020,360.0,7229.135407947111,7454.55,7624.25,False,False
S1,D020,420.0,7124.098104498028,7454.55,7624.25,False,False
S1,D020,480.0,7181.016468458567,7454.55,7624.25,False,False
S1,D020,500.0,7099.211306341107,7454.55,7624.25,False,False
S1,D020,540.0,7356.928583520802,7454.55,7624.25,False,False
S1,D020,600.0,7029.181682530427,7454.55,7624.25,False,False
S1,D020,660.0,7334.9959094105825,7454.55,7624.25,False,False
S1,D020,666.666667,7349.917211996838,7454.55,7624.25,False,False
S1,D020,720.0,7150.623564335127,7454.55,7624.25,False,False
S1,D020,780.0,7092.493354370853,7454.55,7624.25,False,False
S1,D020,833.333333,7259.71744668292,7454.55,7624.25,False,False
S1,D020,840.0,7133.927190304154,7454.55,7624.25,False,False
S1,D020,900.0,6972.273500604,7454.55,7624.25,False,False
S1,D020,960.0,7127.058866687901,7454.55,7624.25,False,False
S1,D020,1000.0,7136.189429570615,7454.55,7624.25,False,False
S1,D020,1020.0,7285.097412123766,7454.55,7624.25,False,False
S1,D020,1080.0,7177.823210434617,7454.55,7624.25,False,False
S1,D020,1140.0,7147.584681558288,7454.55,7624.25,False,False
S1,D020,1166.666667,7030.463099167968,7454.55,7624.25,False,False
S1,D020,1200.0,7390.60748941765,7454.55,7624.25,False,False
S1,D021,0.0,7313.778748144302,7454.55,7624.25,False,False
S1,D021,60.0,7323.528352794511,7454.55,7624.25,False,False
S1,D021,120.0,7032.254467382885,7454.55,7624.25,False,False
S1,D021,166.666667,7178.696642309433,7454.55,7624.25,False,False
S1,D021,180.0,7120.707941146322,7454.55,7624.25,False,False
S1,D021,240.0,7133.97164401966,7454.55,7624.25,False,False
S1,D021,250.0,7129.346203767514,7454.55,7624.25,False,False
S1,D021,300.0,7141.388444299095,7454.55,7624.25,False,False
S1,D021,333.333333,7016.682712006997,7454.55,7624.25,False,False
S1,D021,360.0,7151.332598191373,7454.55,7624.25,False,False
S1,D021,420.0,7159.807707957704,7454.55,7624.25,False,False
S1,D021,480.0,7181.079156212411,7454.55,7624.25,False,False
S1,D021,500.0,7125.974892495342,7454.55,7624.25,False,False
S1,D021,540.0,7172.1610699597295,7454.55,7624.25,False,False
S1,D021,600.0,7152.222687200011,7454.55,7624.25,False,False
S1,D021,660.0,7159.714136840948,7454.55,7624.25,False,False
S1,D021,666.666667,7091.572677305691,7454.55,7624.25,False,False
S1,D021,720.0,7120.627950460921,7454.55,7624.25,False,False
S1,D021,780.0,7112.697652963988,7454.55,7624.25,False,False
S1,D021,833.333333,7058.120617369594,7454.55,7624.25,False,False
S1,D021,840.0,7300.991581297056,7454.55,7624.25,False,False
S1,D021,900.0,7178.416458721715,7454.55,7624.25,False,False
S1,D021,960.0,7279.8462737240725,7454.55,7624.25,False,False
S1,D021,1000.0,7204.2855172897225,7454.55,7624.25,False,False
S1,D021,1020.0,7239.659352389653,7454.55,7624.25,False,False
S1,D021,1080.0,7209.642178951078,7454.55,7624.25,False,False
S1,D021,1140.0,7182.143856920371,7454.55,7624.25,False,False
S1,D021,1166.666667,7233.035310747529,7454.55,7624.25,False,False
S1,D021,1200.0,7212.275107601104,7454.55,7624.25,False,False
S1,D022,0.0,7199.865899032324,7454.55,7624.25,False,False
S1,D022,60.0,7121.715901623194,7454.55,7624.25,False,False
S1,D022,120.0,7319.645434077182,7454.55,7624.25,False,False
S1,D022,166.666667,7186.36322779465,7454.55,7624.25,False,False
S1,D022,180.0,7168.203659083656,7454.55,7624.25,False,False
S1,D022,240.0,7260.702097127776,7454.55,7624.25,False,False
S1,D022,250.0,7142.030891364133,7454.55,7624.25,False,False
S1,D022,300.0,7209.5537440948765,7454.55,7624.25,False,False
S1,D022,333.333333,7188.253536646676,7454.55,7624.25,False,False
S1,D022,360.0,7198.723624239496,7454.55,7624.25,False,False
S1,D022,420.0,7186.79715619505,7454.55,7624.25,False,False
S1,D022,480.0,7079.113012522785,7454.55,7624.25,False,False
S1,D022,500.0,7283.442431518659,7454.55,7624.25,False,False
S1,D022,540.0,7166.183014679602,7454.55,7624.25,False,False
S1,D022,600.0,7231.639546416427,7454.55,7624.25,False,False
S1,D022,660.0,7067.324331914385,7454.55,7624.25,False,False
S1,D022,666.666667,7202.608407865434,7454.55,7624.25,False,False
S1,D022,720.0,7182.718204379898,7454.55,7624.25,False,False
S1,D022,780.0,7092.465602497755,7454.55,7624.25,False,False
S1,D022,833.333333,7223.976821412115,7454.55,7624.25,False,False
S1,D022,840.0,7202.365389439762,7454.55,7624.25,False,False
S1,D022,900.0,7241.940715953085,7454.55,7624.25,False,False
S1,D022,960.0,7143.368815290059,7454.55,7624.25,False,False
S1,D022,1000.0,7154.573104701678,7454.55,7624.25,False,False
S1,D022,1020.0,7200.590338702557,7454.55,7624.25,False,False
S1,D022,1080.0,7165.176447600548,7454.55,7624.25,False,False
S1,D022,1140.0,7235.61796679895,7454.55,7624.25,False,False
S1,D022,1166.666667,7110.966382315278,7454.55,7624.25,False,False
S1,D022,1200.0,7282.695161849923,7454.55,7624.25,False,False
S1,D023,0.0,7335.571396514339,7454.55,7624.25,False,False
S1,D023,60.0,7237.5779880123355,7454.55,7624.25,False,False
S1,D023,120.0,7234.637078988412,7454.55,7624.25,False,False
S1,D023,166.666667,7118.114083839321,7454.55,7624.25,False,False
S1,D023,180.0,7124.820514128461,7454.55,7624.25,False,False
S1,D023,240.0,7162.314429878971,7454.55,7624.25,False,False
S1,D023,250.0,7069.016431371183,7454.55,7624.25,False,False
S1,D023,300.0,7187.201447658904,7454.55,7624.25,False,False
S1,D023,333.333333,7098.795105485213,7454.55,7624.25,False,False
S1,D023,360.0,7222.791804217014,7454.55,7624.25,False,False
S1,D023,420.0,7352.30850208674,7454.55,7624.25,False,False
S1,D023,480.0,7240.073844105778,7454.55,7624.25,False,False
S1,D023,500.0,7255.710974587568,7454.55,7624.25,False,False
S1,D023,540.0,7161.577186113021,7454.55,7624.25,False,False
S1,D023,600.0,7291.347521970719,7454.55,7624.25,False,False
S1,D023,660.0,7166.760488671204,7454.55,7624.25,False,False
S1,D023,666.666667,7147.023677385593,7454.55,7624.25,False,False
S1,D023,720.0,7163.04675731327,7454.55,7624.25,False,False
S1,D023,780.0,7164.195264136263,7454.55,7624.25,False,False
S1,D023,833.333333,7189.988148188509,7454.55,7624.25,False,False
S1,D023,840.0,7303.926278118957,7454.55,7624.25,False,False
S1,D023,900.0,7333.731212639868,7454.55,7624.25,False,False
S1,D023,960.0,7256.977958058107,7454.55,7624.25,False,False
S1,D023,1000.0,7190.169675777516,7454.55,7624.25,False,False
S1,D023,1020.0,7144.379870943877,7454.55,7624.25,False,False
S1,D023,1080.0,7207.461309523091,7454.55,7624.25,False,False
S1,D023,1140.0,7239.595372214261,7454.55,7624.25,False,False
S1,D023,1166.666667,7323.076613742106,7454.55,7624.25,False,False
S1,D023,1200.0,7180.142917759078,7454.55,7624.25,False,False
S1,D024,0.0,7161.505370349423,7454.55,7624.25,False,False
S1,D024,60.0,7188.187358235042,7454.55,7624.25,False,False
S1,D024,120.0,7405.111956136887,7454.55,7624.25,False,False
S1,D024,166.666667,7207.060742562057,7454.55,7624.25,False,False
S1,D024,180.0,7326.1117089664685,7454.55,7624.25,False,False
S1,D024,240.0,7239.008943283959,7454.55,7624.25,False,False
S1,D024,250.0,7181.908898654234,7454.55,7624.25,False,False
S1,D024,300.0,7144.38000426021,7454.55,7624.25,False,False
S1,D024,333.333333,7169.175607295754,7454.55,7624.25,False,False
S1,D024,360.0,7238.225023295555,7454.55,7624.25,False,False
S1,D024,420.0,7075.531392407064,7454.55,7624.25,False,False
S1,D024,480.0,7168.421233622057,7454.55,7624.25,False,False
S1,D024,500.0,7332.598233115491,7454.55,7624.25,False,False
S1,D024,540.0,7264.672618779399,7454.55,7624.25,False,False
S1,D024,600.0,7220.92079273339,7454.55,7624.25,False,False
S1,D024,660.0,7171.12479491058,7454.55,7624.25,False,False
S1,D024,666.666667,7124.367751258453,7454.55,7624.25,False,False
S1,D024,720.0,7372.894938380979,7454.55,7624.25,False,False
S1,D024,780.0,7250.1644512182,7454.55,7624.25,False,False
S1,D024,833.333333,7112.551201955488,7454.55,7624.25,False,False
S1,D024,840.0,7128.909208591154,7454.55,7624.25,False,False
S1,D024,900.0,7155.928311411575,7454.55,7624.25,False,False
S1,D024,960.0,7161.247278207175,7454.55,7624.25,False,False
S1,D024,1000.0,7250.682099659597,7454.55,7624.25,False,False
S1,D024,1020.0,7298.496756696783,7454.55,7624.25,False,False
S1,D024,1080.0,7191.984772777908,7454.55,7624.25,False,False
S1,D024,1140.0,7293.22010899079,7454.55,7624.25,False,False
S1,D024,1166.666667,7095.241229167058,7454.55,7624.25,False,False
S1,D024,1200.0,7244.530739084745,7454.55,7624.25,False,False
