scenario_id,detector_id,time_s,n_sigma,threshold_counts,total_signal_counts,threshold_crossing
S1,D008,180.0,5.0,7624.25,7200.0,False
S1,D008,240.0,5.0,7624.25,7200.0,False
S1,D008,250.0,5.0,7624.25,7200.0,False
S1,D008,300.0,5.0,7624.25,7200.0,False
S1,D008,333.333333,5.0,7624.25,7200.0,False
S1,D008,360.0,5.0,7624.25,7200.0,False
S1,D008,420.0,5.0,7624.25,7200.0,False
S1,D008,480.0,5.0,7624.25,7200.000000000004,False
S1,D008,500.0,5.0,7624.25,7200.000000000034,False
S1,D008,540.0,5.0,7624.25,7200.000000002511,False
S1,D008,600.0,5.0,7624.25,7200.00000083352,False
S1,D008,660.0,5.0,7624.25,7200.000123088411,False
S1,D008,666.666667,5.0,7624.25,7200.000203955719,False
S1,D008,720.0,5.0,7624.25,7200.008086108608,False
S1,D008,780.0,5.0,7624.25,7200.236310732649,False
S1,D008,833.333333,5.0,7624.25,7202.404621020405,False
S1,D008,840.0,5.0,7624.25,7203.072195104252,False
S1,D008,900.0,5.0,7624.25,7217.7678798385405,False
S1,D008,960.0,5.0,7624.25,7245.713438957747,False
S1,D008,1000.0,5.0,7624.25,7254.728922848223,False
S1,D008,1020.0,5.0,7624.25,7252.320712426339,False
S1,D008,1080.0,5.0,7624.25,7226.639426662632,False
S1,D008,1140.0,5.0,7624.25,7206.033892493365,False
S1,D008,1166.666667,5.0,7624.25,7202.404621020405,False
S1,D008,1200.0,5.0,7624.25,7200.607983414463,False
S1,D009,0.0,3.0,7454.55,7200.0,False
S1,D009,60.0,3.0,7454.55,7200.0,False
S1,D009,120.0,3.0,7454.55,7200.0,False
S1,D009,166.666667,3.0,7454.55,7200.0,False
S1,D009,180.0,3.0,7454.55,7200.0,False
S1,D009,240.0,3.0,7454.55,7200.0,False
S1,D009,250.0,3.0,7454.55,7200.0,False
S1,D009,300.0,3.0,7454.55,7200.0,False
S1,D009,333.333333,3.0,7454.55,7200.0,False
S1,D009,360.0,3.0,7454.55,7200.0,False
S1,D009,420.0,3.0,7454.55,7200.0,False
S1,D009,480.0,3.0,7454.55,7200.0,False
S1,D009,500.0,3.0,7454.55,7200.0,False
S1,D009,540.0,3.0,7454.55,7200.000000000005,False
S1,D009,600.0,3.0,7454.55,7200.000000001417,False
S1,D009,660.0,3.0,7454.55,7200.000000209285,False
S1,D009,666.666667,3.0,7454.55,7200.000000346781,False
S1,D009,720.0,3.0,7454.55,7200.000013748633,False
S1,D009,780.0,3.0,7454.55,7200.000401793956,False
S1,D009,833.333333,3.0,7454.55,7200.004088524383,False
S1,D009,840.0,3.0,7454.55,7200.0052235859575,False
S1,D009,900.0,3.0,7454.55,7200.030210336411,False
S1,D009,960.0,3.0,7454.55,7200.077725557691,False
S1,D009,1000.0,3.0,7454.55,7200.093054387226,False
S1,D009,1020.0,3.0,7454.55,7200.088959759862,False
S1,D009,1080.0,3.0,7454.55,7200.045294432909,False
S1,D009,1140.0,3.0,7454.55,7200.010259295073,False
S1,D009,1166.666667,3.0,7454.55,7200.004088524383,False
S1,D009,1200.0,3.0,7454.55,7200.001033740866,False
S1,D009,0.0,5.0,7624.25,7200.0,False
S1,D009,60.0,5.0,7624.25,7200.0,False
S1,D009,120.0,5.0,7624.25,7200.0,False
S1,D009,166.666667,5.0,7624.25,7200.0,False
S1,D009,180.0,5.0,7624.25,7200.0,False
S1,D009,240.0,5.0,7624.25,7200.0,False
S1,D009,250.0,5.0,7624.25,7200.0,False
S1,D009,300.0,5.0,7624.25,7200.0,False
S1,D009,333.333333,5.0,7624.25,7200.0,False
S1,D009,360.0,5.0,7624.25,7200.0,False
S1,D009,420.0,5.0,7624.25,7200.0,False
S1,D009,480.0,5.0,7624.25,7200.0,False
S1,D009,500.0,5.0,7624.25,7200.0,False
S1,D009,540.0,5.0,7624.25,7200.000000000005,False
S1,D009,600.0,5.0,7624.25,7200.000000001417,False
S1,D009,660.0,5.0,7624.25,7200.000000209285,False
S1,D009,666.666667,5.0,7624.25,7200.000000346781,False
S1,D009,720.0,5.0,7624.25,7200.000013748633,False
S1,D009,780.0,5.0,7624.25,7200.000401793956,False
S1,D009,833.333333,5.0,7624.25,7200.004088524383,False
S1,D009,840.0,5.0,7624.25,7200.0052235859575,False
S1,D009,900.0,5.0,7624.25,7200.030210336411,False
S1,D009,960.0,5.0,7624.25,7200.077725557691,False
S1,D009,1000.0,5.0,7624.25,7200.093054387226,False
S1,D009,1020.0,5.0,7624.25,7200.088959759862,False
S1,D009,1080.0,5.0,7624.25,7200.045294432909,False
S1,D009,1140.0,5.0,7624.25,7200.010259295073,False
S1,D009,1166.666667,5.0,7624.25,7200.004088524383,False
S1,D009,1200.0,5.0,7624.25,7200.001033740866,False
S1,D010,0.0,3.0,7454.55,7200.0,False
S1,D010,60.0,3.0,7454.55,7200.0,False
S1,D010,120.0,3.0,7454.55,7200.0,False
S1,D010,166.666667,3.0,7454.55,7200.0,False
S1,D010,180.0,3.0,7454.55,7200.0,False
S1,D010,240.0,3.0,7454.55,7200.0,False
S1,D010,250.0,3.0,7454.55,7200.0,False
S1,D010,300.0,3.0,7454.55,7200.0,False
S1,D010,333.333333,3.0,7454.55,7200.0,False
S1,D010,360.0,3.0,7454.55,7200.0,False
S1,D010,420.0,3.0,7454.55,7200.0,False
S1,D010,480.0,3.0,7454.55,7200.0,False
S1,D010,500.0,3.0,7454.55,7200.0,False
S1,D010,540.0,3.0,7454.55,7200.000000000005,False
S1,D010,600.0,3.0,7454.55,7200.000000001417,False
S1,D010,660.0,3.0,7454.55,7200.000000209285,False
S1,D010,666.666667,3.0,7454.55,7200.000000346781,False
S1,D010,720.0,3.0,7454.55,7200.000013748633,False
S1,D010,780.0,3.0,7454.55,7200.000401793956,False
S1,D010,833.333333,3.0,7454.55,7200.004088524383,False
S1,D010,840.0,3.0,7454.55,7200.0052235859575,False
S1,D010,900.0,3.0,7454.55,7200.030210336411,False
S1,D010,960.0,3.0,7454.55,7200.077725557691,False
S1,D010,1000.0,3.0,7454.55,7200.093054387226,False
S1,D010,1020.0,3.0,7454.55,7200.088959759862,False
S1,D010,1080.0,3.0,7454.55,7200.045294432909,False
S1,D010,1140.0,3.0,7454.55,7200.010259295073,False
S1,D010,1166.666667,3.0,7454.55,7200.004088524383,False
S1,D010,1200.0,3.0,7454.55,7200.001033740866,False
S1,D010,0.0,5.0,7624.25,7200.0,False
S1,D010,60.0,5.0,7624.25,7200.0,False
S1,D010,120.0,5.0,7624.25,7200.0,False
S1,D010,166.666667,5.0,7624.25,7200.0,False
S1,D010,180.0,5.0,7624.25,7200.0,False
S1,D010,240.0,5.0,7624.25,7200.0,False
S1,D010,250.0,5.0,7624.25,7200.0,False
S1,D010,300.0,5.0,7624.25,7200.0,False
S1,D010,333.333333,5.0,7624.25,7200.0,False
S1,D010,360.0,5.0,7624.25,7200.0,False
S1,D010,420.0,5.0,7624.25,7200.0,False
S1,D010,480.0,5.0,7624.25,7200.0,False
S1,D010,500.0,5.0,7624.25,7200.0,False
S1,D010,540.0,5.0,7624.25,7200.000000000005,False
S1,D010,600.0,5.0,7624.25,7200.000000001417,False
S1,D010,660.0,5.0,7624.25,7200.000000209285,False
S1,D010,666.666667,5.0,7624.25,7200.000000346781,False
S1,D010,720.0,5.0,7624.25,7200.000013748633,False
S1,D010,780.0,5.0,7624.25,7200.000401793956,False
S1,D010,833.333333,5.0,7624.25,7200.004088524383,False
S1,D010,840.0,5.0,7624.25,7200.0052235859575,False
S1,D010,900.0,5.0,7624.25,7200.030210336411,False
S1,D010,960.0,5.0,7624.25,7200.077725557691,False
S1,D010,1000.0,5.0,7624.25,7200.093054387226,False
S1,D010,1020.0,5.0,7624.25,7200.088959759862,False
S1,D010,1080.0,5.0,7624.25,7200.045294432909,False
S1,D010,1140.0,5.0,7624.25,7200.010259295073,False
S1,D010,1166.666667,5.0,7624.25,7200.004088524383,False
S1,D010,1200.0,5.0,7624.25,7200.001033740866,False
S1,D011,0.0,3.0,7454.55,7200.0,False
S1,D011,60.0,3.0,7454.55,7200.0,False
S1,D011,120.0,3.0,7454.55,7200.0,False
S1,D011,166.666667,3.0,7454.55,7200.0,False
S1,D011,180.0,3.0,7454.55,7200.0,False
S1,D011,240.0,3.0,7454.55,7200.0,False
S1,D011,250.0,3.0,7454.55,7200.0,False
S1,D011,300.0,3.0,7454.55,7200.0,False
S1,D011,333.333333,3.0,7454.55,7200.0,False
S1,D011,360.0,3.0,7454.55,7200.0,False
S1,D011,420.0,3.0,7454.55,7200.0,False
S1,D011,480.0,3.0,7454.55,7200.0,False
S1,D011,500.0,3.0,7454.55,7200.0,False
S1,D011,540.0,3.0,7454.55,7200.0,False
S1,D011,600.0,3.0,7454.55,7200.0,False
S1,D011,660.0,3.0,7454.55,7200.0,False
S1,D011,666.666667,3.0,7454.55,7200.0,False
S1,D011,720.0,3.0,7454.55,7200.0,False
S1,D011,780.0,3.0,7454.55,7200.0,False
S1,D011,833.333333,3.0,7454.55,7200.0,False
S1,D011,840.0,3.0,7454.55,7200.0,False
S1,D011,900.0,3.0,7454.55,7200.0,False
S1,D011,960.0,3.0,7454.55,7200.0,False
S1,D011,1000.0,3.0,7454.55,7200.0,False
S1,D011,1020.0,3.0,7454.55,7200.0,False
S1,D011,1080.0,3.0,7454.55,7200.0,False
S1,D011,1140.0,3.0,7454.55,7200.0,False
S1,D011,1166.666667,3.0,7454.55,7200.0,False
S1,D011,1200.0,3.0,7454.55,7200.0,False
S1,D011,0.0,5.0,7624.25,7200.0,False
S1,D011,60.0,5.0,7624.25,7200.0,False
S1,D011,120.0,5.0,7624.25,7200.0,False
S1,D011,166.666667,5.0,7624.25,7200.0,False
S1,D011,180.0,5.0,7624.25,7200.0,False
S1,D011,240.0,5.0,7624.25,7200.0,False
S1,D011,250.0,5.0,7624.25,7200.0,False
S1,D011,300.0,5.0,7624.25,7200.0,False
S1,D011,333.333333,5.0,7624.25,7200.0,False
S1,D011,360.0,5.0,7624.25,7200.0,False
S1,D011,420.0,5.0,7624.25,7200.0,False
S1,D011,480.0,5.0,7624.25,7200.0,False
S1,D011,500.0,5.0,7624.25,7200.0,False
S1,D011,540.0,5.0,7624.25,7200.0,False
S1,D011,600.0,5.0,7624.25,7200.0,False
S1,D011,660.0,5.0,7624.25,7200.0,False
S1,D011,666.666667,5.0,7624.25,7200.0,False
S1,D011,720.0,5.0,7624.25,7200.0,False
S1,D011,780.0,5.0,7624.25,7200.0,False
S1,D011,833.333333,5.0,7624.25,7200.0,False
S1,D011,840.0,5.0,7624.25,7200.0,False
S1,D011,900.0,5.0,7624.25,7200.0,False
S1,D011,960.0,5.0,7624.25,7200.0,False
S1,D011,1000.0,5.0,7624.25,7200.0,False
S1,D011,1020.0,5.0,7624.25,7200.0,False
S1,D011,1080.0,5.0,7624.25,7200.0,False
S1,D011,1140.0,5.0,7624.25,7200.0,False
S1,D011,1166.666667,5.0,7624.25,7200.0,False
S1,D011,1200.0,5.0,7624.25,7200.0,False
S1,D012,0.0,3.0,7454.55,7200.0,False
S1,D012,60.0,3.0,7454.55,7200.0,False
S1,D012,120.0,3.0,7454.55,7200.0,False
S1,D012,166.666667,3.0,7454.55,7200.0,False
S1,D012,180.0,3.0,7454.55,7200.0,False
S1,D012,240.0,3.0,7454.55,7200.0,False
S1,D012,250.0,3.0,7454.55,7200.0,False
S1,D012,300.0,3.0,7454.55,7200.0,False
S1,D012,333.333333,3.0,7454.55,7200.0,False
S1,D012,360.0,3.0,7454.55,7200.0,False
S1,D012,420.0,3.0,7454.55,7200.0,False
S1,D012,480.0,3.0,7454.55,7200.0,False
S1,D012,500.0,3.0,7454.55,7200.0,False
S1,D012,540.0,3.0,7454.55,7200.0,False
S1,D012,600.0,3.0,7454.55,7200.0,False
S1,D012,660.0,3.0,7454.55,7200.0,False
S1,D012,666.666667,3.0,7454.55,7200.0,False
S1,D012,720.0,3.0,7454.55,7200.0,False
S1,D012,780.0,3.0,7454.55,7200.0,False
S1,D012,833.333333,3.0,7454.55,7200.0,False
S1,D012,840.0,3.0,7454.55,7200.0,False
S1,D012,900.0,3.0,7454.55,7200.0,False
S1,D012,960.0,3.0,7454.55,7200.0,False
S1,D012,1000.0,3.0,7454.55,7200.0,False
S1,D012,1020.0,3.0,7454.55,7200.0,False
S1,D012,1080.0,3.0,7454.55,7200.0,False
S1,D012,1140.0,3.0,7454.55,7200.0,False
S1,D012,1166.666667,3.0,7454.55,7200.0,False
S1,D012,1200.0,3.0,7454.55,7200.0,False
S1,D012,0.0,5.0,7624.25,7200.0,False
S1,D012,60.0,5.0,7624.25,7200.0,False
S1,D012,120.0,5.0,7624.25,7200.0,False
S1,D012,166.666667,5.0,7624.25,7200.0,False
S1,D012,180.0,5.0,7624.25,7200.0,False
S1,D012,240.0,5.0,7624.25,7200.0,False
S1,D012,250.0,5.0,7624.25,7200.0,False
S1,D012,300.0,5.0,7624.25,7200.0,False
S1,D012,333.333333,5.0,7624.25,7200.0,False
S1,D012,360.0,5.0,7624.25,7200.0,False
S1,D012,420.0,5.0,7624.25,7200.0,False
S1,D012,480.0,5.0,7624.25,7200.0,False
S1,D012,500.0,5.0,7624.25,7200.0,False
S1,D012,540.0,5.0,7624.25,7200.0,False
S1,D012,600.0,5.0,7624.25,7200.0,False
S1,D012,660.0,5.0,7624.25,7200.0,False
S1,D012,666.666667,5.0,7624.25,7200.0,False
S1,D012,720.0,5.0,7624.25,7200.0,False
S1,D012,780.0,5.0,7624.25,7200.0,False
S1,D012,833.333333,5.0,7624.25,7200.0,False
S1,D012,840.0,5.0,7624.25,7200.0,False
S1,D012,900.0,5.0,7624.25,7200.0,False
S1,D012,960.0,5.0,7624.25,7200.0,False
S1,D012,1000.0,5.0,7624.25,7200.0,False
S1,D012,1020.0,5.0,7624.25,7200.0,False
S1,D012,1080.0,5.0,7624.25,7200.0,False
S1,D012,1140.0,5.0,7624.25,7200.0,False
S1,D012,1166.666667,5.0,7624.25,7200.0,False
S1,D012,1200.0,5.0,7624.25,7200.0,False
S1,D013,0.0,3.0,7454.55,7200.0,False
S1,D013,60.0,3.0,7454.55,7200.0,False
S1,D013,120.0,3.0,7454.55,7200.0,False
S1,D013,166.666667,3.0,7454.55,7200.0,False
S1,D013,180.0,3.0,7454.55,7200.0,False
S1,D013,240.0,3.0,7454.55,7200.0,False
S1,D013,250.0,3.0,7454.55,7200.0,False
S1,D013,300.0,3.0,7454.55,7200.0,False
S1,D013,333.333333,3.0,7454.55,7200.0,False
S1,D013,360.0,3.0,7454.55,7200.0,False
S1,D013,420.0,3.0,7454.55,7200.0,False
S1,D013,480.0,3.0,7454.55,7200.0,False
S1,D013,500.0,3.0,7454.55,7200.0,False
S1,D013,540.0,3.0,7454.55,7200.0,False
S1,D013,600.0,3.0,7454.55,7200.0,False
S1,D013,660.0,3.0,7454.55,7200.0,False
S1,D013,666.666667,3.0,7454.55,7200.0,False
S1,D013,720.0,3.0,7454.55,7200.0,False
S1,D013,780.0,3.0,7454.55,7200.0,False
S1,D013,833.333333,3.0,7454.55,7200.0,False
S1,D013,840.0,3.0,7454.55,7200.0,False
S1,D013,900.0,3.0,7454.55,7200.0,False
S1,D013,960.0,3.0,7454.55,7200.0,False
S1,D013,1000.0,3.0,7454.55,7200.0,False
S1,D013,1020.0,3.0,7454.55,7200.0,False
S1,D013,1080.0,3.0,7454.55,7200.0,False
S1,D013,1140.0,3.0,7454.55,7200.0,False
S1,D013,1166.666667,3.0,7454.55,7200.0,False
S1,D013,1200.0,3.0,7454.55,7200.0,False
S1,D013,0.0,5.0,7624.25,7200.0,False
S1,D013,60.0,5.0,7624.25,7200.0,False
S1,D013,120.0,5.0,7624.25,7200.0,False
S1,D013,166.666667,5.0,7624.25,7200.0,False
S1,D013,180.0,5.0,7624.25,7200.0,False
S1,D013,240.0,5.0,7624.25,7200.0,False
S1,D013,250.0,5.0,7624.25,7200.0,False
S1,D013,300.0,5.0,7624.25,7200.0,False
S1,D013,333.333333,5.0,7624.25,7200.0,False
S1,D013,360.0,5.0,7624.25,7200.0,False
S1,D013,420.0,5.0,7624.25,7200.0,False
S1,D013,480.0,5.0,7624.25,7200.0,False
S1,D013,500.0,5.0,7624.25,7200.0,False
S1,D013,540.0,5.0,7624.25,7200.0,False
S1,D013,600.0,5.0,7624.25,7200.0,False
S1,D013,660.0,5.0,7624.25,7200.0,False
S1,D013,666.666667,5.0,7624.25,7200.0,False
S1,D013,720.0,5.0,7624.25,7200.0,False
S1,D013,780.0,5.0,7624.25,7200.0,False
S1,D013,833.333333,5.0,7624.25,7200.0,False
S1,D013,840.0,5.0,7624.25,7200.0,False
S1,D013,900.0,5.0,7624.25,7200.0,False
S1,D013,960.0,5.0,7624.25,7200.0,False
S1,D013,1000.0,5.0,7624.25,7200.0,False
S1,D013,1020.0,5.0,7624.25,7200.0,False
S1,D013,1080.0,5.0,7624.25,7200.0,False
S1,D013,1140.0,5.0,7624.25,7200.0,False
S1,D013,1166.666667,5.0,7624.25,7200.0,False
S1,D013,1200.0,5.0,7624.25,7200.0,False
S1,D014,0.0,3.0,7454.55,7200.0,False
S1,D014,60.0,3.0,7454.55,7200.0,False
S1,D014,120.0,3.0,7454.55,7200.0,False
S1,D014,166.666667,3.0,7454.55,7200.0,False
S1,D014,180.0,3.0,7454.55,7200.0,False
S1,D014,240.0,3.0,7454.55,7200.0,False
S1,D014,250.0,3.0,7454.55,7200.0,False
S1,D014,300.0,3.0,7454.55,7200.0,False
S1,D014,333.333333,3.0,7454.55,7200.0,False
S1,D014,360.0,3.0,7454.55,7200.0,False
S1,D014,420.0,3.0,7454.55,7200.0,False
S1,D014,480.0,3.0,7454.55,7200.0,False
S1,D014,500.0,3.0,7454.55,7200.0,False
S1,D014,540.0,3.0,7454.55,7200.0,False
S1,D014,600.0,3.0,7454.55,7200.0,False
S1,D014,660.0,3.0,7454.55,7200.0,False
S1,D014,666.666667,3.0,7454.55,7200.0,False
S1,D014,720.0,3.0,7454.55,7200.0,False
S1,D014,780.0,3.0,7454.55,7200.0,False
S1,D014,833.333333,3.0,7454.55,7200.0,False
S1,D014,840.0,3.0,7454.55,7200.0,False
S1,D014,900.0,3.0,7454.55,7200.0,False
S1,D014,960.0,3.0,7454.55,7200.0,False
S1,D014,1000.0,3.0,7454.55,7200.0,False
S1,D014,1020.0,3.0,7454.55,7200.0,False
S1,D014,1080.0,3.0,7454.55,7200.0,False
S1,D014,1140.0,3.0,7454.55,7200.0,False
S1,D014,1166.666667,3.0,7454.55,7200.0,False
S1,D014,1200.0,3.0,7454.55,7200.0,False
S1,D014,0.0,5.0,7624.25,7200.0,False
S1,D014,60.0,5.0,7624.25,7200.0,False
S1,D014,120.0,5.0,7624.25,7200.0,False
S1,D014,166.666667,5.0,7624.25,7200.0,False
S1,D014,180.0,5.0,7624.25,7200.0,False
S1,D014,240.0,5.0,7624.25,7200.0,False
S1,D014,250.0,5.0,7624.25,7200.0,False
S1,D014,300.0,5.0,7624.25,7200.0,False
S1,D014,333.333333,5.0,7624.25,7200.0,False
S1,D014,360.0,5.0,7624.25,7200.0,False
S1,D014,420.0,5.0,7624.25,7200.0,False
S1,D014,480.0,5.0,7624.25,7200.0,False
S1,D014,500.0,5.0,7624.25,7200.0,False
S1,D014,540.0,5.0,7624.25,7200.0,False
S1,D014,600.0,5.0,7624.25,7200.0,False
S1,D014,660.0,5.0,7624.25,7200.0,False
S1,D014,666.666667,5.0,7624.25,7200.0,False
S1,D014,720.0,5.0,7624.25,7200.0,False
S1,D014,780.0,5.0,7624.25,7200.0,False
S1,D014,833.333333,5.0,7624.25,7200.0,False
S1,D014,840.0,5.0,7624.25,7200.0,False
S1,D014,900.0,5.0,7624.25,7200.0,False
S1,D014,960.0,5.0,7624.25,7200.0,False
S1,D014,1000.0,5.0,7624.25,7200.0,False
S1,D014,1020.0,5.0,7624.25,7200.0,False
S1,D014,1080.0,5.0,7624.25,7200.0,False
S1,D014,1140.0,5.0,7624.25,7200.0,False
S1,D014,1166.666667,5.0,7624.25,7200.0,False
S1,D014,1200.0,5.0,7624.25,7200.0,False
S1,D015,0.0,3.0,7454.55,7200.0,False
S1,D015,60.0,3.0,7454.55,7200.0,False
S1,D015,120.0,3.0,7454.55,7200.0,False
S1,D015,166.666667,3.0,7454.55,7200.0,False
S1,D015,180.0,3.0,7454.55,7200.0,False
S1,D015,240.0,3.0,7454.55,7200.0,False
S1,D015,250.0,3.0,7454.55,7200.0,False
S1,D015,300.0,3.0,7454.55,7200.0,False
S1,D015,333.333333,3.0,7454.55,7200.0,False
S1,D015,360.0,3.0,7454.55,7200.0,False
S1,D015,420.0,3.0,7454.55,7200.0,False
S1,D015,480.0,3.0,7454.55,7200.0,False
S1,D015,500.0,3.0,7454.55,7200.0,False
S1,D015,540.0,3.0,7454.55,7200.0,False
S1,D015,600.0,3.0,7454.55,7200.0,False
S1,D015,660.0,3.0,7454.55,7200.0,False
S1,D015,666.666667,3.0,7454.55,7200.0,False
S1,D015,720.0,3.0,7454.55,7200.0,False
S1,D015,780.0,3.0,7454.55,7200.0,False
S1,D015,833.333333,3.0,7454.55,7200.0,False
S1,D015,840.0,3.0,7454.55,7200.0,False
S1,D015,900.0,3.0,7454.55,7200.0,False
S1,D015,960.0,3.0,7454.55,7200.0,False
S1,D015,1000.0,3.0,7454.55,7200.0,False
S1,D015,1020.0,3.0,7454.55,7200.0,False
S1,D015,1080.0,3.0,7454.55,7200.0,False
S1,D015,1140.0,3.0,7454.55,7200.0,False
S1,D015,1166.666667,3.0,7454.55,7200.0,False
S1,D015,1200.0,3.0,7454.55,7200.0,False
S1,D015,0.0,5.0,7624.25,7200.0,False
S1,D015,60.0,5.0,7624.25,7200.0,False
S1,D015,120.0,5.0,7624.25,7200.0,False
S1,D015,166.666667,5.0,7624.25,7200.0,False
S1,D015,180.0,5.0,7624.25,7200.0,False
S1,D015,240.0,5.0,7624.25,7200.0,False
S1,D015,250.0,5.0,7624.25,7200.0,False
S1,D015,300.0,5.0,7624.25,7200.0,False
S1,D015,333.333333,5.0,7624.25,7200.0,False
S1,D015,360.0,5.0,7624.25,7200.0,False
S1,D015,420.0,5.0,7624.25,7200.0,False
S1,D015,480.0,5.0,7624.25,7200.0,False
S1,D015,500.0,5.0,7624.25,7200.0,False
S1,D015,540.0,5.0,7624.25,7200.0,False
S1,D015,600.0,5.0,7624.25,7200.0,False
S1,D015,660.0,5.0,7624.25,7200.0,False
S1,D015,666.666667,5.0,7624.25,7200.0,False
S1,D015,720.0,5.0,7624.25,7200.0,False
S1,D015,780.0,5.0,7624.25,7200.0,False
S1,D015,833.333333,5.0,7624.25,7200.0,False
S1,D015,840.0,5.0,7624.25,7200.0,False
S1,D015,900.0,5.0,7624.25,7200.0,False
S1,D015,960.0,5.0,7624.25,7200.0,False
S1,D015,1000.0,5.0,7624.25,7200.0,False
S1,D015,1020.0,5.0,7624.25,7200.0,False
S1,D015,1080.0,5.0,7624.25,7200.0,False
S1,D015,1140.0,5.0,7624.25,7200.0,False
S1,D015,1166.666667,5.0,7624.25,7200.0,False
S1,D015,1200.0,5.0,7624.25,7200.0,False
S1,D016,0.0,3.0,7454.55,7200.0,False
S1,D016,60.0,3.0,7454.55,7200.0,False
S1,D016,120.0,3.0,7454.55,7200.000000000036,False
S1,D016,166.666667,3.0,7454.55,7200.000000001556,False
S1,D016,180.0,3.0,7454.55,7200.000000004146,False
S1,D016,240.0,3.0,7454.55,7200.000000207957,False
S1,D016,250.0,3.0,7454.55,7200.000000369105,False
S1,D016,300.0,3.0,7454.55,7200.000004639353,False
S1,D016,333.333333,3.0,7454.55,7200.0000183489965,False
S1,D016,360.0,3.0,7454.55,7200.000046042962,False
S1,D016,420.0,3.0,7454.55,7200.000203278083,False
S1,D016,480.0,3.0,7454.55,7200.000399244858,False
S1,D016,500.0,3.0,7454.55,7200.000417621245,False
S1,D016,540.0,3.0,7454.55,7200.000348826586,False
S1,D016,600.0,3.0,7454.55,7200.000135581768,False
S1,D016,660.0,3.0,7454.55,7200.00002344307,False
S1,D016,666.666667,3.0,7454.55,7200.0000183489965,False
S1,D016,720.0,3.0,7454.55,7200.0000018032215,False
S1,D016,780.0,3.0,7454.55,7200.000000061703,False
S1,D016,833.333333,3.0,7454.55,7200.000000001556,False
S1,D016,840.0,3.0,7454.55,7200.0000000009395,False
S1,D016,900.0,3.0,7454.55,7200.000000000006,False
S1,D016,960.0,3.0,7454.55,7200.0,False
S1,D016,1000.0,3.0,7454.55,7200.0,False
S1,D016,1020.0,3.0,7454.55,7200.0,False
S1,D016,1080.0,3.0,7454.55,7200.0,False
S1,D016,1140.0,3.0,7454.55,7200.0,False
S1,D016,1166.666667,3.0,7454.55,7200.0,False
S1,D016,1200.0,3.0,7454.55,7200.0,False
S1,D016,0.0,5.0,7624.25,7200.0,False
S1,D016,60.0,5.0,7624.25,7200.0,False
S1,D016,120.0,5.0,7624.25,7200.000000000036,False
S1,D016,166.666667,5.0,7624.25,7200.000000001556,False
S1,D016,180.0,5.0,7624.25,7200.000000004146,False
S1,D016,240.0,5.0,7624.25,7200.000000207957,False
S1,D016,250.0,5.0,7624.25,7200.000000369105,False
S1,D016,300.0,5.0,7624.25,7200.000004639353,False
S1,D016,333.333333,5.0,7624.25,7200.0000183489965,False
S1,D016,360.0,5.0,7624.25,7200.000046042962,False
S1,D016,420.0,5.0,7624.25,7200.000203278083,False
S1,D016,480.0,5.0,7624.25,7200.000399244858,False
S1,D016,500.0,5.0,7624.25,7200.000417621245,False
S1,D016,540.0,5.0,7624.25,7200.000348826586,False
S1,D016,600.0,5.0,7624.25,7200.000135581768,False
S1,D016,660.0,5.0,7624.25,7200.00002344307,False
S1,D016,666.666667,5.0,7624.25,7200.0000183489965,False
S1,D016,720.0,5.0,7624.25,7200.0000018032215,False
S1,D016,780.0,5.0,7624.25,7200.000000061703,False
S1,D016,833.333333,5.0,7624.25,7200.000000001556,False
S1,D016,840.0,5.0,7624.25,7200.0000000009395,False
S1,D016,900.0,5.0,7624.25,7200.000000000006,False
S1,D016,960.0,5.0,7624.25,7200.0,False
S1,D016,1000.0,5.0,7624.25,7200.0,False
S1,D016,1020.0,5.0,7624.25,7200.0,False
S1,D016,1080.0,5.0,7624.25,7200.0,False
S1,D016,1140.0,5.0,7624.25,7200.0,False
S1,D016,1166.666667,5.0,7624.25,7200.0,False
S1,D016,1200.0,5.0,7624.25,7200.0,False
S1,D017,0.0,3.0,7454.55,7200.0,False
S1,D017,60.0,3.0,7454.55,7200.0,False
S1,D017,120.0,3.0,7454.55,7200.000000000036,False
S1,D017,166.666667,3.0,7454.55,7200.000000001556,False
S1,D017,180.0,3.0,7454.55,7200.000000004146,False
S1,D017,240.0,3.0,7454.55,7200.000000207957,False
